height;coriolis;profile;type;vx1;vx2;vx3;vy1;vy2;vy3;vz1;vz2;vz3;u1;u2;u3
01_flat;False;neutral;mean;8,373413556388888;12,762007384027777;13,015554362152777;-0,025352592473758578;0,03369009827833052;-0,01343105520538691;-0,021517111403673263;-0,03379566740834722;-0,08301962828705346;8,384874102070226;12,767983601653604;13,021021844721508
01_flat;False;stable;mean;8,159808023402778;12,132816397916667;12,198910258680556;0,055187166378632295;-0,0018076450208711805;0,008887491937048264;-0,0212167926163867;-0,04918128938586573;-0,03683152584581438;8,171304037529532;12,138215097465178;12,202398176294887
01_flat;True;neutral;mean;4,278955156597828;6,778798692269009;6,7646374275512935;0,5892776897659682;0,6613545285154151;0,6580480025448572;-0,015619887734704808;-0,0005148934826493563;0,002796962249804378;4,32743794091501;6,816353853378528;6,801823329927796
01_flat;True;stable;mean;3,841748943981239;6,61858499367824;6,623141061620059;0,8586917065420684;0,9593648676094737;0,9596321078792042;-0,005614216672300696;0,00020614490950540207;-0,007618698270935601;3,945193369107827;6,692787058998732;6,697155603140336
02_low;False;neutral;mean;1,478425369015278;6,707631915590278;6,259686403819445;-0,013953758983661807;0,09237126185330938;0,08295899381820458;-0,09051951557820764;0,011630797788473264;0,10104609395627222;1,8685841917694814;6,7532387723642024;6,31393538872762
02_low;False;stable;mean;1,429723157736875;6,417350999444444;7,537426128402778;0,08581756055967708;0,00357396061654;0,04627311526225694;-0,0903310951218801;0,1433648747143066;-0,08876713125470521;1,8080305469104287;6,4718523544563515;7,572524307986872
02_low;True;neutral;mean;0,8123396759780434;3,876304927633333;3,8788749170666668;-0,09188748826713065;1,2558531473225867;1,2760817263378401;-0,020658795230212502;0,004837619809704667;-0,0062758120947211;1,105831401094587;4,1121270433969395;4,1211708315006925
02_low;True;stable;mean;0,704840791223929;3,5861962521232735;3,6184791942478434;0,030182701514984183;1,293948099751993;1,322825967814339;0,0001608619110354097;-0,0016162222484321666;-0,007473040771662609;1,0114688555874;3,847114441251066;3,886024334803687
03_middle;False;neutral;mean;0,9447563562428224;5,011126846550127;5,099590266670526;0,09623224409085217;-0,0012417565990029526;0,010220696981616116;-0,04896591696127055;-0,04353185054700741;-0,03804294059458208;1,7221508749007715;5,127055791178024;5,2150053702239125
03_middle;False;stable;mean;1,0211701089585277;4,588205549444445;5,974137532256945;0,702836891051696;0,030052819447628127;0,08382915206217846;-0,050789556315169446;0,286335250514767;-0,05367025002376632;1,6563232639256955;4,684904634337586;6,033270040958065
03_middle;True;neutral;mean;0,5371445378108554;1,6480410330001876;1,5922709492628568;0,46802281108400917;1,2033593335430273;1,1759294828107967;-0,022816092260779373;0,008132004190602478;0,026764453687206268;1,001665285415896;2,1288088768604885;2,0866828150252057
03_middle;True;stable;mean;0,46811159109464623;1,7050071094564796;1,6618839117915563;0,4951536592112852;1,0087202882704864;0,9740769485798183;-0,0022437246165564733;0,0024601198881369756;0,028996972586258232;0,8758673189944806;2,075594211435087;2,026913780806634
04_high;False;neutral;mean;0,4967598764373684;4,298338339236111;4,322058572586806;-0,06504710280099375;0,005026964609418403;0,02099974083854514;-0,054296199818929164;-0,01946478272924479;-0,0073242928591579866;1,1848404609857226;4,4263010464405586;4,448579572875417
04_high;False;stable;mean;0,2588259360920698;5,4431096265625;5,473874118055555;-0,4252755886054663;-0,03758278972712674;-0,03046744884222986;0,005330876055059028;-0,14313696015524627;-0,14687939093982158;1,180439236338068;5,524572838854672;5,551738562202591
04_high;True;neutral;mean;0,056305210919384355;1,822433764044875;1,8125300039025;0,29844814043114076;1,1952721184880375;1,1861605112040625;-0,03999721763779811;-0,00910405145605675;0,0192769479102618;0,6654166655004415;2,2832794682055013;2,273284220636896
